job_post_id,title,address,department,salary_range,company_profile,description,requirement,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,min_experience,company,industry,salary_type
SG-2023-1289,Contract UX/UI Designer - Design,"80 Raffles Place, #45-01 UOB Plaza 1",Design,9000-11000,TechDesigns Innovations is a technology company known for user-friendly interfaces. Join our team as a UX/UI Designer to create intuitive designs and shape user experiences in the digital world. We support continuous learning and design excellence.,"TechDesigns Innovations is hiring a Contract UX/UI Designer to create user-friendly interfaces, lead design projects, and shape user experiences in the digital world. Join us in the world of design innovation.",Experience in UX/UI design,Opportunity to work on cutting-edge projects,0,1,0,Contract,Experienced,5,TechDesigns Innovations Pte. Ltd.,Design,Monthly
SG-2023-1290,Full-Time Financial Analyst - Finance,"6 Eu Tong Sen Street, #16-02 The Central",Finance,7000-9000,FinanceExperts Ltd. is a financial consultancy firm offering comprehensive financial analysis services. Join our team as a Financial Analyst to analyze financial data and develop strategic financial solutions. We prioritize professional growth and financial expertise.,"FinanceExperts Ltd. is looking for a Full-Time Financial Analyst to analyze financial data, develop financial strategies, and transform financial excellence. Join our team of financial experts.",Bachelor's degree in Finance or related field,Financial expertise and career growth,1,0,1,Full Time,Manager,5,FinanceExperts Ltd.,Finance,Monthly
SG-2023-1291,Part-Time IT Support Specialist - Information Technology,"1 Fullerton Road, #02-01 One Fullerton",Information Technology,4500-5500,ITSupport Solutions is an IT services provider offering reliable support. Join our team as an IT Support Specialist to troubleshoot IT issues and ensure IT reliability for clients. We encourage problem-solving and technical expertise.,"ITSupport Solutions is seeking a Part-Time IT Support Specialist to provide IT support, troubleshoot IT issues, and ensure IT excellence. Join us and ensure IT reliability.",IT certification preferred,Technical skill development,0,1,1,Part Time,Experienced,9,ITSupport Solutions Pte. Ltd.,Information Technology,Monthly
SG-2023-1292,Contract Clinical Research Coordinator - Healthcare,"10 Marina Boulevard, #35-01 Marina Bay Financial Centre Tower 2",Healthcare,9500-12000,HealthCare Research Innovations is a healthcare research organization dedicated to advancing healthcare knowledge. Join our team as a Clinical Research Coordinator and contribute to meaningful healthcare research. We value collaboration and research excellence.,"HealthCare Research Innovations is hiring a Contract Clinical Research Coordinator to coordinate clinical research projects, provide healthcare insights, and contribute to healthcare advancements. Join us in the healthcare field.",Clinical research experience,Contribute to meaningful healthcare research,0,1,0,Contract,Experienced,8,HealthCare Research Innovations Pte. Ltd.,Healthcare,Monthly
SG-2023-1293,Full-Time Head Chef - Culinary,"11 Collyer Quay, #06-01 The Arcade",Culinary,6000-8000,Culinary Delights is a renowned culinary establishment known for fine dining experiences. Join our team as a Head Chef to lead culinary creativity and deliver exceptional dining experiences. We foster a culture of culinary excellence and creativity.,"Culinary Delights is looking for a Full-Time Head Chef to lead culinary creativity, deliver exceptional dining experiences, and shape the world of fine dining. Join us in the culinary world.",Culinary degree or equivalent,Culinary creativity and recognition,1,1,1,Full Time,Manager,5,Culinary Delights Pte. Ltd.,Culinary,Monthly
SG-2023-1294,Contract Investment Analyst - Finance,"20 Cecil Street, #25-01 PLUS Building",Finance,12000-15000,InvestmentPros Ltd. is a financial consultancy firm offering comprehensive investment analysis. Join our team as an Investment Analyst to analyze investment data and develop investment strategies. We support career development and investment expertise.,"InvestmentPros Ltd. is seeking a Contract Investment Analyst to analyze investment data, develop investment strategies, and drive investment excellence. Join our team of investment experts.",Finance or investment certification preferred,Investment expertise and career advancement,0,1,1,Contract,Experienced,9,InvestmentPros Ltd.,Finance,Monthly
SG-2023-1295,Part-Time Counselor - Psychology,"6 Raffles Quay, #20-01 Marine Bay Financial Centre Tower 3",Psychology,4000-5500,PsychologyCare Co. is a psychology organization committed to mental health support. Join our team as a Counselor to provide mental health support and make a positive impact on psychological well-being. We prioritize a supportive and compassionate approach to counseling.,"PsychologyCare Co. is hiring a Part-Time Counselor to provide counseling support, offer mental health insights, and make a positive impact on psychological well-being. Join us in the world of psychology.",Counseling certification required,Supportive and compassionate counseling environment,0,1,0,Part Time,Experienced,10,PsychologyCare Co. Pte. Ltd.,Psychology,Monthly
SG-2023-1296,Permanent Data Scientist - Technology,"5 Shenton Way, #28-01 UIC Building",Technology,8000-10000,"TechInnovations is a technology company known for data-driven solutions. Join our team as a Data Scientist to analyze data, develop data-driven solutions, and contribute to technological advancements. We promote a culture of innovation and technological excellence.","TechInnovations is looking for a Permanent Data Scientist to analyze data, develop data-driven solutions, and contribute to technological advancements. Join us and shape the future of data science.",Ph.D. in Data Science or related field,Innovative technology projects,0,0,1,Permanent,Director,15,TechInnovations Pte. Ltd.,Technology,Monthly
SG-2023-1257,Full-Time Sales Director - Retail,"5 Temasek Boulevard, #07-01 Suntec Tower Five",Sales / Retail,15000-20000,RetailMaster is a leading retail company specializing in retail solutions. Join us and lead retail strategies for success in the retail industry.,"RetailMaster is hiring a Full-Time Sales Director to lead retail strategies, manage sales teams, and drive retail success in the retail industry. Join us and shape the future of retail excellence.","Bachelor's degree in Sales or related field, sales leadership experience.","Competitive salary, sales leadership, career growth opportunities.",1,1,0,Full Time,Director,14,RetailMaster Pte. Ltd.,Retail,Monthly
SG-2023-1258,Contract Data Analyst - Technology,"30 Raffles Place, #22-00 Chevron House",Technology,8000-10000,TechData Insights is a technology company known for data analysis expertise. Join our team and analyze data for technological innovation.,"TechData Insights is looking for a Contract Data Analyst to analyze data, provide insights, and contribute to technological innovation. Join our mission for data-driven solutions.","Bachelor's degree in Data Science or related field, data analysis skills.","Contract role, data analysis projects, data-driven innovation.",0,1,0,Part Time,Director,7,TechData Insights Pte. Ltd.,Technology,Monthly
SG-2023-1259,Permanent HR Manager - Finance,"10 Anson Road, #18-01 International Plaza",Human Resources,10000-13000,FinanceGenius Ltd. is a financial consultancy firm offering comprehensive financial services. Join our team and drive financial excellence.,"FinanceGenius Ltd. is seeking a Permanent HR Manager to oversee HR operations, develop HR strategies, and drive HR excellence in the financial sector. Join our team of HR experts.","Master's degree in HR or related field, HR management experience.","Permanent role, HR management, workplace culture enhancement.",0,1,1,Contract,Director,6,FinanceGenius Ltd.,Finance,Monthly
SG-2023-1260,Part-Time Content Writer - Media,"71 Robinson Road, #08-01 Robinson Centre",Media,4000-5500,MediaWave Co. is a media agency dedicated to creative content. Join us and create engaging content for diverse audiences.,"MediaWave Co. is hiring a Part-Time Content Writer to create engaging content, write compelling stories, and shape media narratives. Join us in the world of media creativity.","Bachelor's degree in Journalism or related field, writing portfolio.","Part-time role, creative writing projects, portfolio showcase.",0,1,1,Permanent,Director,11,MediaWave Co.,Media,Monthly
SG-2023-1261,Full-Time Logistics Manager - Logistics,"20 Collyer Quay, #18-00 Tung Centre",Logistics,12000-15000,LogiMasterX is a logistics company known for efficient supply chain solutions. Join our team and optimize logistics for excellence.,"LogiMasterX is looking for a Full-Time Logistics Manager to manage logistics operations, optimize supply chains, and ensure logistics excellence. Join our team of logistics experts.","Master's degree in Logistics or related field, logistics optimization skills.","Full-time role, logistics optimization, logistics excellence.",1,1,1,Full Time,Manager,4,LogiMasterX Pte. Ltd.,Logistics,Monthly
